,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match
67,67,Berkshire Housing Development Corporation-Fenn Street Shelter,Pittsfield,200000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $200,000 shall be expended to the Berkshire Housing Development Corporation for the final renovation costs for the Fenn Street Homeless Shelter to reduce overcrowding and improve safety of unhoused individuals",DHC,"Housing, Recreation, Maintenance",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Berkshire Housing Development Corporation-Fenn Street Shelter
68,68,Bernardston Recovery and Renovation Expenese,Bernardston,100000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $100,000 shall be expended for the town of Bernardston for recovery from the COVID-19 pandemic and renovations to municipal buildings",ANF,"Construction, Maintenance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Bernardston Recovery and Renovation Expenese
69,69,Beverly Bootstraps Food Pantry,Beverly,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended for Beverly Bootstraps Community Services, Inc. food pantry in city of Beverly to support its social service programs, including, but not limited to, food distribution, English as a second language programming, heating and housing assistance",MDA,"Housing, Food, Human Services",False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Beverly Bootstraps Food Pantry
70,70,Beverly Main Streets,Beverly,10000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $10,000 shall be expended for Beverly Main Streets, Inc. to support its programs to promote business and economic development in Beverly",SEA,"Transport, Economic, Recreation",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Beverly Main Streets
71,71,Beyond Soccer in Lawrence,Lawrence,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70100013,"provided further, that not less than $50,000 shall be expended for Beyond Soccer, Inc. to support the recreational, social and health benefits that the program offers to low-income youth in the city of Lawrence",HED,"Youth Programs, Recreation, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Beyond Soccer in Lawrence
72,72,Big Brothers Big Sisters of Eastern Massachusetts,Boston,2000000,LWD - Executive Office Of Labor And Workforce Development,sheila.l.tunney2@mass.gov,70100013,"provided further, that not less than $2,000,000 shall be expended for the Big Brothers Big Sisters of Eastern Massachusetts for funding related to youth mentorship programming in underserved cities to combat the negative effects of the 2019 novel coronavirus pandemic on youth in the commonwealth",LWD,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Big Brothers Big Sisters of Eastern Massachusetts
73,73,Billerica Historical Society,Billerica,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Billerica Historical Society for capital improvements for historic sites in the city of Billerica",MMP,"Maintenance, Historical",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Billerica Historical Society
74,74,Billerica Historical Society & Town Hall,Billerica,110000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $110,000 shall be expended to the town of Billerica for historic preservation enhancements for the Howe School renovation project",MMP,"Maintenance, Research, Education, Historical",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,Billerica Historical Society & Town Hall
75,75,Billerica Historical Society & Town Hall,Billerica,90000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less than $90,000 shall be expended to the town of Billerica for the renovation of the town hall auditorium",HED,"Maintenance, Historical",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Billerica Historical Society & Town Hall
76,76,Black Boston Hospitality Coalition,Boston,350000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $350,000 shall be expended to the New England Civil Rights Fund for the Black Boston Hospitality Coalition for infrastructure support to minority owned businesses",SEA,"Economic, Transport, Equality",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Black Boston Hospitality Coalition
77,77,Blackstone Affordable Housing Improvements,Blackstone,75000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $75,000 shall be expended to the Blackstone housing authority for updates to apartments with handicap accessibility entrances and walkways",DHC,"Housing, Maintenance, Recreation, Equality, Accessibility",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,Blackstone Affordable Housing Improvements
78,78,Blackstone Valley Regional Vocational Technical High School,Millbury,25000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $25,000 shall be expended to the Blackstone Valley Regional Vocational Technical High School for the purchase of a utility vehicle to support facility and field maintenance",DES,"Maintenance, Transport, Equality, Education, Technology",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,Blackstone Valley Regional Vocational Technical High School
79,79,Blueprint Easthampton,Easthampton,25000,SEA - Department Of Business And Technology,nhat.le@mass.gov,70022023,"provided further, that not less than $25,000 shall be expended to the city of Easthampton for the Blueprint Easthampton initiative to support small businesses and entrepreneurs",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Blueprint Easthampton
80,80,Boat Launch Dredging and Improvement,Weymouth,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended for the dredging and improvements of the public boat ramp located in the city of Weymouth",DCR,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Boat Launch Dredging and Improvement
81,81,Boch Center,Boston,300000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $300,000 shall be expended for the Boch Center for capital improvements needed to safely reopen the Wang and Shubert theatres located in Boston",MMP,"Arts, Maintenance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Boch Center
82,82,Boston Area Research Initiative at Northeastern University,Boston,250000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $250,000 shall be expended for the Boston Area Research Initiative at Northeastern University",HED,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Boston Area Research Initiative at Northeastern University
