,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match,Amendment No.,Title,Sponsor,Subject,Consolidated Amendment,Status
54,154,Clarendon Hill Housing,Somerville,250000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $250,000 shall be expended for the city of Somerville to fund affordable units as part of the Clarendon Hill affordable housing redevelopment project to address cost increases due to the economic impacts of the 2019 novel coronavirus pandemic",DHC,"Housing, Economic, Research",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Clarendon Hill Housing,672,Clarendon Hill Housing,"Barber, Christine P. (HOU)",Housing,A,Consolidated
55,156,Clear Path For Veterans Elderly Veteran Housing,Devens,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended for Clear Path for Veterans New England, Inc. to purchase and rehabilitate transitional housing for elderly veterans that serves as a gateway to permanent housing",DHC,"Housing, Human Services, Equality",False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Clear Path For Veterans Elderly Veteran Housing,560,Clear Path For Veterans Elderly Veteran Housing,"Sena, Danillo (HOU)",Housing,A,Consolidated
56,157,Clinton Housing Authority Improvements,Clinton,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be allocated to the town of Clinton to install, in consultation with the Clinton Housing Authority, a water main necessary for the installation of a sprinkler system at properties managed by the authority",DHC,"Housing, Maintenance, Human Services, Environment",False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Clinton Housing Authority Improvements,377,Clinton Housing Authority Improvements,"Kilcoyne, Meghan (HOU)",Housing,A,Consolidated
57,158,Clinton Senior Center,Clinton,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended to the Clinton council on aging for physical improvements to the senior center in the town of Clinton",EHS,"Human Services, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Clinton Senior Center,302-R1,Clinton Senior Center,"Cronin, John J. (SEN)",Health and Human Services,Yes Bundle 2,Adopted
58,163,Cohasset Zoning Study,Cohasset,50000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $50,000 shall be expended to the town of Cohasset for a zoning study of the Cohasset Village for economic growth and housing creation",DHC,"Housing, Economic, Human Services, Research",False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Cohasset Zoning Study,706-R1,Cohasset Zoning Study,"O'Connor, Patrick M. (SEN)",Local,Yes Bundle 3,Adopted
59,165,Common Wealth Murals,Springfield,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less than $50,000 shall be expended to Common Wealth Mural Collaborative, Inc. to support a matching grant program for the creation of murals by small businesses and community organizations located in the cities of Springfield, West Springfield and Chicopee",HED,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Common Wealth Murals,644-R1,Common Wealth Murals,"Gomez, Adam (SEN)",Local,Yes Bundle 3,Adopted
60,166,Commonwealth Shakespeare Company,Boston,1320000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $1,320,000 shall be expended for the Commonwealth Shakespeare Company, Inc. for infrastructure and equipment investments to support accessible performing arts productions",MMP,"Arts, Accessibility",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Commonwealth Shakespeare Company,127-R1,Commonwealth Shakespeare Company,"Kennedy, Edward J. (SEN)",Economic Development,,Adopted
61,167,Community Action Agency of Somerville,Somerville,50000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $50,000 shall be expended for the Community Action Agency of Somerville, Inc. in Somerville",DHC,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Community Action Agency of Somerville,925,Community Action Agency of Somerville,"Uyterhoeven, Erika (HOU)",Housing,A,Consolidated
62,185,Cradles to Crayons,Newton,600000,DCF - Department Of Children And Families,emily.hajjar@mass.gov,70100013,"provided further, that not less than $600,000 shall be expended for Cradles to Crayons to support children’s clothing security relief",DCF,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Cradles to Crayons,615,Cradles to Crayons,"Decker, Marjorie C. (HOU)",Education,B,Consolidated
63,188,Creative Hub Worcester,Worcester,350000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $350,000 shall be expended for the renovation of Creative Hub Worcester in Worcester",MMP,"Arts, Maintenance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Creative Hub Worcester,597,Creative Hub Worcester,"Mahoney, John J. (HOU)",Economic Development,D,Consolidated
64,190,Critical Care Transport,Bedford,1000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $1,000,000 shall be expended for New England Life Flight, Inc., Boston MedFlight, for critical care air medical and dedicated ground critical care transport equipment",EHS,Transport,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Critical Care Transport,645,Critical Care Transport,"Driscoll, Jr., William J. (HOU)",Health and Human Services,B,Consolidated
65,192,Crystal Lake Bathhouse Study,Newton,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended to the Newton department of parks, recreation & culture to hire consultants for a study to develop a cost-effective and sustainable design for a new bathhouse and modified parkland area at Crystal lake in Newton",DCR,"Arts, Recreation, Research",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Crystal Lake Bathhouse Study,489,Crystal Lake Bathhouse Study,"Balser, Ruth B. (HOU)",Environment/Climate,C,Consolidated
66,195,Danvers Rail Trail Extension,Danvers,125000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $125,000 shall be expended for the extension of the Danvers rail trail to the town of Middleton",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Danvers Rail Trail Extension,950,Danvers Rail Trail Extension,"Kerans, Sally P. (HOU)",Environment/Climate,C,Consolidated
67,202,Design of Downtown Intergenerational Public Facility,Mansfield,100000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $100,000 shall be expended for the preliminary design of a downtown intergenerational public facility to be built in the town of Mansfield, which will include elder program space and a center for food distribution to help communities in need",ANF,"Food, Human Services, Research",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Design of Downtown Intergenerational Public Facility,461,Design of Downtown Intergenerational Public Facility,"Barrows, F. Jay (HOU)",Food Security,A,Consolidated
68,212,Discover Brookline Website Expansion,Brookline,85000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $85,000 shall be made available to the Brookline Chamber of Commerce to update and expand the Discover Brookline website to spotlight local businesses, attractions and town resources",MMP,"Economic, Transport, Technology",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Discover Brookline Website Expansion,614,Discover Brookline Website Expansion,"Creem, Cynthia Stone (SEN)",Local,Yes Bundle 3,Adopted
69,213,Dismas House Homelessness Prevention,Worcester,200000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $200,000 shall be expended for Dismas House of Massachusetts, Inc. for a new permanent housing program serving homeless former offenders and their families in Worcester county",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dismas House Homelessness Prevention,622,Dismas House Homelessness Prevention,"Donahue, Daniel M. (HOU)",Housing,A,Consolidated
70,216,Douglas Orchard and Farm Infrastructure,Douglas,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $50,000 shall be expended to the Douglas Orchard & Farm for sustainable farming infrastructure in the town of Douglas",DCR,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Douglas Orchard and Farm Infrastructure,204-R1,Douglas Orchard and Farm Infrastructure,"Fattman, Ryan C. (SEN)",Economic Development,Yes Bundle 3,Adopted
